245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
42746	国家电网公司	国家电网公司本次招标共分12个项目,具体招标项目为:输变电项目750KV角钢塔、输变电项目500(330)KV角钢塔、输变电项目220KV角钢塔、输变电项目110(66)KV角钢塔、输变电项目110(66)KV及以上钢管塔、钢管杆、输变电项目750KV导地线、输变电项目500(330)KV导地线、输变电项目220KV导地线、输变电项目110(66)KV导地线、输变电项目110(66)KV及以上绝缘子、输变电项目110(66)KV及以上光缆、输变电项目110(66)KV及以上金具	国家电网/nz/Y 公司/n/Y 本次/r/N 招标/n/N 共分/d/N 12/m/N 个/m/N 项目/n/N ,/x/N 具体/a/N 招标/n/N 项目/n/N 为/p/N :/x/N 输变电/l/N 项目/n/N 750/m/N KV/eng/N 角钢/n/N 塔/j/N 、/x/N 输变电/l/N 项目/n/N 500/m/N (/x/N 330/m/N )/x/N KV/eng/N 角钢/n/N 塔/j/N 、/x/N 输变电/l/N 项目/n/N 220/m/N KV/eng/N 角钢/n/N 塔/j/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 角钢/n/N 塔/j/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 及/c/N 以上/f/N 钢管/n/N 塔/j/N 、/x/N 钢管/n/N 杆/q/N 、/x/N 输变电/l/N 项目/n/N 750/m/N KV/eng/N 导地/n/N 线/n/N 、/x/N 输变电/l/N 项目/n/N 500/m/N (/x/N 330/m/N )/x/N KV/eng/N 导地/n/N 线/n/N 、/x/N 输变电/l/N 项目/n/N 220/m/N KV/eng/N 导地/n/N 线/n/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 导地/n/N 线/n/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 及/c/N 以上/f/N 绝缘子/n/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 及/c/N 以上/f/N 光缆/n/N 、/x/N 输变电/l/N 项目/n/N 110/m/N (/x/N 66/m/N )/x/N KV/eng/N 及/c/N 以上/f/N 金具/n/N
42746	国家电网公司	本次中标公示媒体是国家电网公司电子商务平台,招标人是国家电网公司,详细内容请查看国家电网公司电子商务平台:	本次/r/N 中标/n/N 公示/v/N 媒体/n/N 是/v/N 国家电网/nz/Y 公司/n/Y 电子商务/n/N 平台/n/N ,/x/N 招标人/n/N 是/v/N 国家电网/nz/N 公司/n/N ,/x/N 详细/ad/N 内容/n/N 请/v/N 查看/v/N 国家电网/nz/N 公司/n/N 电子商务/n/N 平台/n/N :/x/N
8824640	东亚电力(无锡)有限公司	近日,华电重工股份有限公司(以下简称“公司”)与东亚电力(无锡)有限公司签署了《东亚电力(无锡)燃机发电项目机岛主机设备及其配套辅助系统供货及相关服务合同》,合同金额78,140万元,占公司2015年度经审计营业收入的比例为15.2%	近日/t/N ,/x/N 华电/nz/N 重工/vn/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 与/p/N 东亚/ns/Y 电力/n/Y (/x/Y 无锡/ns/Y )/x/Y 有限公司/n/Y 签署/v/N 了/ul/N 《/x/N 东亚/ns/N 电力/n/N (/x/N 无锡/ns/N )/x/N 燃机/n/N 发电/vn/N 项目/n/N 机/n/N 岛主/n/N 机设备/n/N 及其/c/N 配套/a/N 辅助/vn/N 系统/n/N 供货/n/N 及/c/N 相关/v/N 服务/vn/N 合同/a/N 》/x/N ,/x/N 合同/a/N 金额/n/N 78/m/N ,/x/N 140/m/N 万元/m/N ,/x/N 占/v/N 公司/n/N 2015/m/N 年度/n/N 经/n/N 审计/v/N 营业/n/N 收入/v/N 的/uj/N 比例/n/N 为/p/N 15.2/m/N %/x/N
147541	廊坊市洸远金属制品有限公司	西安陕鼓动力股份有限公司(以下简称“本公司”)的全资子公司西安陕鼓工程技术有限公司与廊坊市洸远金属制品有限公司(以下简称“廊坊洸远”)于2012年12月5日签署了《2×50MW节能减排煤气发电工程项目总承包合同》	西安/ns/N 陕鼓/ns/N 动力/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N )/x/N 的/uj/N 全资/n/N 子公司/n/N 西安/ns/N 陕鼓/ns/N 工程技术/n/N 有限公司/n/N 与/p/N 廊坊市/ns/Y 洸/yg/Y 远/a/Y 金属制品/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 廊坊/ns/N 洸/yg/N 远/a/N ”/x/N )/x/N 于/p/N 2012/m/N 年/m/N 12/m/N 月/m/N 5/m/N 日/m/N 签署/v/N 了/ul/N 《/x/N 2/x/N ×/x/N 50/m/N MW/eng/N 节能/v/N 减排/v/N 煤气/n/N 发电/vn/N 工程项目/n/N 总/b/N 承包合同/n/N 》/x/N
147541	廊坊市洸远金属制品有限公司	廊坊市洸远金属制品有限公司2×50MW节能减排煤气发电工程项目	廊坊市/ns/Y 洸/yg/Y 远/a/Y 金属制品/n/Y 有限公司/n/Y 2/x/N ×/x/N 50/m/N MW/eng/N 节能/v/N 减排/v/N 煤气/n/N 发电/vn/N 工程项目/n/N
147541	廊坊市洸远金属制品有限公司	名称:廊坊市洸远金属制品有限公司企业性质:有限责任公司	名称/n/N :/x/N 廊坊市/ns/Y 洸/yg/Y 远/a/Y 金属制品/n/Y 有限公司/n/Y 企业/n/N 性质/n/N :/x/N 有限责任/l/N 公司/n/N
1323773	哈大铁路客运专线有限责任公司	2011年3月7日,北京世纪瑞尔技术股份有限公司(以下简称“公司”或“本公司”)收到哈大铁路客运专线有限责任公司(以下简称“哈大客专”)发来的中标通知书,本公司与中铁电气化局集团有限公司(以下简称“中铁电气化局”)组成的联合体,中标新建铁路哈尔滨至大连客运专线防灾安全监控系统集成FZ-1标段(以下简称“哈大防灾项目”)施工总价承包招标	2011/m/N 年/m/N 3/m/N 月/m/N 7/m/N 日/m/N ,/x/N 北京/ns/N 世纪/n/N 瑞尔/ns/N 技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 本/r/N 公司/n/N ”/x/N )/x/N 收到/v/N 哈大/nr/Y 铁路/n/Y 客运专线/j/Y 有限责任/l/Y 公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 哈大客/nr/N 专/n/N ”/x/N )/x/N 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 本/r/N 公司/n/N 与/p/N 中铁/n/N 电气化/n/N 局/n/N 集团/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 中铁/n/N 电气化/n/N 局/n/N ”/x/N )/x/N 组成/v/N 的/uj/N 联合体/nt/N ,/x/N 中标/n/N 新建/ns/N 铁路/n/N 哈尔滨/ns/N 至/p/N 大连/d/N 客运专线/j/N 防灾/vn/N 安全监控/j/N 系统集成/n/N FZ/eng/N -/x/N 1/x/N 标段/n/N (/x/N 以下/f/N 简称/v/N “/x/N 哈大/nr/N 防灾/vn/N 项目/n/N ”/x/N )/x/N 施工/vn/N 总价/n/N 承包/v/N 招标/n/N
1323773	哈大铁路客运专线有限责任公司	哈大铁路客运专线有限责任公司是由沈阳铁路局、哈尔滨铁路局等单位共同发起设立的高速铁路运营公司,负责哈大铁路客运专线的运营管理	哈大/nr/Y 铁路/n/Y 客运专线/j/Y 有限责任/l/Y 公司/n/Y 是/v/N 由/p/N 沈阳铁路局/nt/N 、/x/N 哈尔滨铁路局/nt/N 等/u/N 单位/n/N 共同/d/N 发起/v/N 设立/v/N 的/uj/N 高速铁路/nz/N 运营/vn/N 公司/n/N ,/x/N 负责/v/N 哈大/nr/N 铁路/n/N 客运专线/j/N 的/uj/N 运营/vn/N 管理/vn/N
16946294	四川通融统筹城乡建设投资有限公司	美尚生态景观股份有限公司(以下简称“公司”)于2017年12月1日收到四川通融统筹城乡建设投资有限公司发来的《中标通知书》,通知书确认公司(联合体牵头人)与中煤科工集团重庆设计研究院有限公司组成的联合体为“罗江县2017年城乡设施提升改善工程融资+EPC总承包项目(第二次)”(以下简称“本项目”)的中标人	美尚/n/N 生态景观/l/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2017/m/N 年/m/N 12/m/N 月/m/N 1/m/N 日/m/N 收到/v/N 四川/ns/Y 通融/n/Y 统筹/v/Y 城乡建设/l/Y 投资/vn/Y 有限公司/n/Y 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 通知书/nr/N 确认/v/N 公司/n/N (/x/N 联合体/nt/N 牵头/v/N 人/n/N )/x/N 与/p/N 中煤/j/N 科工/n/N 集团/n/N 重庆/ns/N 设计/vn/N 研究院/n/N 有限公司/n/N 组成/v/N 的/uj/N 联合体/nt/N 为/p/N “/x/N 罗江县/ns/N 2017/m/N 年/m/N 城乡/n/N 设施/n/N 提升/v/N 改善/v/N 工程/n/N 融资/vn/N +/x/N EPC/eng/N 总/n/N 承包/v/N 项目/n/N (/x/N 第二次/m/N )/x/N ”/x/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 项目/n/N ”/x/N )/x/N 的/uj/N 中标人/n/N
16946294	四川通融统筹城乡建设投资有限公司	2、招标人:四川通融统筹城乡建设投资有限公司	2/x/N 、/x/N 招标人/n/N :/x/N 四川/ns/Y 通融/n/Y 统筹/v/Y 城乡建设/l/Y 投资/vn/Y 有限公司/n/Y
15856356	雅安市公安局	2017年1月18日,万达信息股份有限公司(以下简称“公司”)披露了《中标公告》,公司成功中标四川省雅安市公安局及雅安市经济和信息化委员会(以下合并简称“甲方”)“雅安智慧公共安全系统政府与社会资本合作采购项目”(以下简称“雅安智慧公共安全系统采购项目”),具体内容详见中国证监会指定创业板信息披露网站(公告编号2017-006)	2017/m/N 年/m/N 1/m/N 月/m/N 18/m/N 日/m/N ,/x/N 万达/nz/N 信息/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 披露/v/N 了/ul/N 《/x/N 中标/n/N 公告/n/N 》/x/N ,/x/N 公司/n/N 成功/a/N 中标/n/N 四川省/ns/N 雅安市/ns/Y 公安局/nt/Y 及/c/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N (/x/N 以下/f/N 合并/v/N 简称/v/N “/x/N 甲方/n/N ”/x/N )/x/N “/x/N 雅安/ns/N 智慧/nr/N 公共安全/nr/N 系统/n/N 政府/n/N 与/p/N 社会/n/N 资本/n/N 合作/vn/N 采购/v/N 项目/n/N ”/x/N (/x/N 以下/f/N 简称/v/N “/x/N 雅安/ns/N 智慧/nr/N 公共安全/nr/N 系统/n/N 采购/v/N 项目/n/N ”/x/N )/x/N ,/x/N 具体内容/n/N 详见/a/N 中国证监会/nt/N 指定/v/N 创业板/n/N 信息/n/N 披露/v/N 网站/n/N (/x/N 公告/n/N 编号/n/N 2017/m/N -/x/N 006/m/N )/x/N
15856356	雅安市公安局	2017年3月24日,公司指定全资子公司四川浩特通信有限公司(以下简称“乙方”或“项目公司”)作为项目公司,与雅安市公安局、雅安市经济和信息化委员会签订了《雅安智慧公共安全系统政府与社会资本合作采购项目合同》,合同金额为人民币449,890,878元,现将合同的主要情况公告如下:	2017/m/N 年/m/N 3/m/N 月/m/N 24/m/N 日/m/N ,/x/N 公司/n/N 指定/v/N 全资/n/N 子公司/n/N 四川/ns/N 浩特/a/N 通信/j/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 乙方/n/N ”/x/N 或/c/N “/x/N 项目/n/N 公司/n/N ”/x/N )/x/N 作为/v/N 项目/n/N 公司/n/N ,/x/N 与/p/N 雅安市/ns/Y 公安局/nt/Y 、/x/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N 签订/v/N 了/ul/N 《/x/N 雅安/ns/N 智慧/nr/N 公共安全/nr/N 系统/n/N 政府/n/N 与/p/N 社会/n/N 资本/n/N 合作/vn/N 采购/v/N 项目/n/N 合同/a/N 》/x/N ,/x/N 合同/a/N 金额/n/N 为/p/N 人民币/n/N 449/m/N ,/x/N 890/m/N ,/x/N 878/m/N 元/m/N ,/x/N 现/tg/N 将/d/N 合同/a/N 的/uj/N 主要/b/N 情况/n/N 公告/n/N 如下/t/N :/x/N
15856356	雅安市公安局	四川省雅安市公安局及雅安市经济和信息化委员会为四川省雅安市的政府部门,为雅安市政府授权的本项目的实施机构	四川省/ns/N 雅安市/ns/Y 公安局/nt/Y 及/c/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N 为/p/N 四川省/ns/N 雅安市/ns/N 的/uj/N 政府部门/n/N ,/x/N 为/p/N 雅安市/ns/N 政府/n/N 授权/v/N 的/uj/N 本/n/N 项目/n/N 的/uj/N 实施/v/N 机构/n/N
15856356	雅安市公安局	最近三个会计年度公司未与四川省雅安市公安局及雅安市经济和信息化委员会发生购销金额	最近/f/N 三个/m/N 会计年度/n/N 公司/n/N 未/d/N 与/p/N 四川省/ns/N 雅安市/ns/Y 公安局/nt/Y 及/c/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N 发生/v/N 购销/v/N 金额/n/N
15856356	雅安市公安局	此次招标系政府采购行为,四川省雅安市公安局及雅安市经济和信息化委员会为政府部门,具备较强的履约能力	此次/r/N 招标/n/N 系/v/N 政府/n/N 采购/v/N 行为/v/N ,/x/N 四川省/ns/N 雅安市/ns/Y 公安局/nt/Y 及/c/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N 为/p/N 政府部门/n/N ,/x/N 具备/v/N 较强/a/N 的/uj/N 履约/v/N 能力/n/N
15856356	雅安市公安局	可用性服务费自项目竣工验收通过之日起,甲方指定的雅安市公安局向乙方每月支付一次,金额为2,337,184元;运维绩效服务费自项目竣工验收通过之日起,雅安市公安局向乙方每月支付一次,金额为1,411,907元	可用性/n/N 服务费/n/N 自/p/N 项目/n/N 竣工/v/N 验收/v/N 通过/p/N 之日起/ns/N ,/x/N 甲方/n/N 指定/v/N 的/uj/N 雅安市/ns/Y 公安局/nt/Y 向/p/N 乙方/n/N 每月/r/N 支付/v/N 一次/m/N ,/x/N 金额/n/N 为/p/N 2/m/N ,/x/N 337/m/N ,/x/N 184/m/N 元/m/N ;/x/N 运维/n/N 绩效/b/N 服务费/n/N 自/p/N 项目/n/N 竣工/v/N 验收/v/N 通过/p/N 之日起/ns/N ,/x/N 雅安市/ns/N 公安局/nt/N 向/p/N 乙方/n/N 每月/r/N 支付/v/N 一次/m/N ,/x/N 金额/n/N 为/p/N 1/m/N ,/x/N 411/m/N ,/x/N 907/m/N 元/m/N
15856356	雅安市公安局	雅安市公安局应在每个月度结束后5个工作日内完成审核并支付该月度服务费	雅安市/ns/Y 公安局/nt/Y 应/v/N 在/p/N 每个/r/N 月度/n/N 结束/v/N 后/t/N 5/m/N 个/m/N 工作日内/l/N 完成/v/N 审核/v/N 并/c/N 支付/v/N 该/r/N 月度/n/N 服务费/n/N
15856356	雅安市公安局	雅安市公安局每逾期一天支付,向乙方支付应付金额万分之五的违约金,并赔偿由此给乙方造成的全部损失	雅安市/ns/Y 公安局/nt/Y 每/zg/N 逾期/t/N 一天/m/N 支付/v/N ,/x/N 向/p/N 乙方/n/N 支付/v/N 应付/vn/N 金额/n/N 万分之/nr/N 五/m/N 的/uj/N 违约金/n/N ,/x/N 并/c/N 赔偿/v/N 由此/c/N 给/p/N 乙方/n/N 造成/v/N 的/uj/N 全部/n/N 损失/n/N
1636354	国家质检总局通关司	项目名称:国家质检总局电子检验检疫主干系统应用运维项目项目业主:国家质检总局通关司	项目名称/n/N :/x/N 国家/n/N 质检/j/N 总局/n/N 电子/n/N 检验/vn/N 检疫/vn/N 主干/n/N 系统/n/N 应用/v/N 运维/n/N 项目/n/N 项目/n/N 业主/n/N :/x/N 国家/n/Y 质检/j/Y 总局/n/Y 通关/vn/Y 司/nr/Y
1805528	山西省漳河水利工程建设管理局	2015年11月3日,公司收到山西省漳河水利工程建设管理局、山西华辰投资咨询管理有限公司、山西省水利工程招投标管理办公室于2015年11月2日联合签发的《中标通知书》(合同编号:SXSXAQGS-JZ-CL-055(2015)、招标编号:HCZB2015161)	2015/m/N 年/m/N 11/m/N 月/m/N 3/m/N 日/m/N ,/x/N 公司/n/N 收到/v/N 山西省/ns/Y 漳河/ns/Y 水利工程/n/Y 建设/vn/Y 管理局/n/Y 、/x/N 山西/ns/N 华辰/nz/N 投资/vn/N 咨询/vn/N 管理/vn/N 有限公司/n/N 、/x/N 山西省/ns/N 水利工程/n/N 招投标/j/N 管理/vn/N 办公室/n/N 于/p/N 2015/m/N 年/m/N 11/m/N 月/m/N 2/m/N 日/m/N 联合/v/N 签发/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N (/x/N 合同/a/N 编号/n/N :/x/N SXSXAQGS/eng/N -/x/N JZ/eng/N -/x/N CL/eng/N -/x/N 055/m/N (/x/N 2015/m/N )/x/N 、/x/N 招标/n/N 编号/n/N :/x/N HCZB2015161/eng/N )/x/N
1805528	山西省漳河水利工程建设管理局	1、项目业主方:山西省漳河水利工程建设管理局	1/x/N 、/x/N 项目/n/N 业主/n/N 方/n/N :/x/N 山西省/ns/Y 漳河/ns/Y 水利工程/n/Y 建设/vn/Y 管理局/n/Y
1805528	山西省漳河水利工程建设管理局	公司于2014年2月9日与山西省漳河水利工程建设管理局签订了《山西省辛安泉供水改扩建工程PCCP管道采购I标合同协议书》,签约合同价(人民币):大写:伍仟柒佰零玖万贰仟柒佰贰拾捌元整,小写:57,092,728元,详见2014年2月14日刊登于《中国证券报》、《证券日报》、《证券时报》、巨潮资讯网(www.cninfo.com.cn)上《宁夏青龙管业股份有限公司关于签订山西省辛安泉供水改扩建工程PCCP管道采购I标合同协议书的公告》(公告编号:2014-013),该合同金额占公司2014年度经审计营业收入的6.67%	公司/n/N 于/p/N 2014/m/N 年/m/N 2/m/N 月/m/N 9/m/N 日/m/N 与/p/N 山西省/ns/Y 漳河/ns/Y 水利工程/n/Y 建设/vn/Y 管理局/n/Y 签订/v/N 了/ul/N 《/x/N 山西省/ns/N 辛安泉/nz/N 供水/n/N 改扩建/j/N 工程/n/N PCCP/eng/N 管道/n/N 采购/v/N I/eng/N 标/n/N 合同/a/N 协议书/n/N 》/x/N ,/x/N 签约/v/N 合同价/n/N (/x/N 人民币/n/N )/x/N :/x/N 大写/n/N :/x/N 伍/m/N 仟/m/N 柒/m/N 佰/m/N 零/m/N 玖/m/N 万/m/N 贰仟/m/N 柒/m/N 佰/m/N 贰/m/N 拾/v/N 捌元/m/N 整/b/N ,/x/N 小写/n/N :/x/N 57/m/N ,/x/N 092/m/N ,/x/N 728/m/N 元/m/N ,/x/N 详见/a/N 2014/m/N 年/m/N 2/m/N 月/m/N 14/m/N 日/m/N 刊登/v/N 于/p/N 《/x/N 中国/ns/N 证券报/n/N 》/x/N 、/x/N 《/x/N 证券日报/n/N 》/x/N 、/x/N 《/x/N 证券时报/n/N 》/x/N 、/x/N 巨潮/nr/N 资讯网/n/N (/x/N www/eng/N ./m/N cninfo/eng/N ./m/N com/eng/N ./m/N cn/eng/N )/x/N 上/f/N 《/x/N 宁夏/ns/N 青龙/ns/N 管业/n/N 股份/n/N 有限公司/n/N 关于/p/N 签订/v/N 山西省/ns/N 辛安泉/nz/N 供水/n/N 改扩建/j/N 工程/n/N PCCP/eng/N 管道/n/N 采购/v/N I/eng/N 标/n/N 合同/a/N 协议书/n/N 的/uj/N 公告/n/N 》/x/N (/x/N 公告/n/N 编号/n/N :/x/N 2014/m/N -/x/N 013/m/N )/x/N ,/x/N 该/r/N 合同/a/N 金额/n/N 占/v/N 公司/n/N 2014/m/N 年度/n/N 经/n/N 审计/v/N 营业/n/N 收入/v/N 的/uj/N 6.67/m/N %/x/N
1805528	山西省漳河水利工程建设管理局	该中标通知书于2015年11月2日签发,中标通知书提示:公司应在中标通知书发出之日起30日内到山西省漳河水利工程建设管理局与招标方签订合同	该/r/N 中标/n/N 通知书/nr/N 于/p/N 2015/m/N 年/m/N 11/m/N 月/m/N 2/m/N 日/m/N 签发/v/N ,/x/N 中标/n/N 通知书/nr/N 提示/v/N :/x/N 公司/n/N 应/v/N 在/p/N 中标/n/N 通知书/nr/N 发出/v/N 之日起/ns/N 30/m/N 日/m/N 内/f/N 到/v/N 山西省/ns/Y 漳河/ns/Y 水利工程/n/Y 建设/vn/Y 管理局/n/Y 与/p/N 招标/n/N 方/n/N 签订合同/n/N
20444824	宜兴中环领先工程管理有限公司	无锡市太极实业股份有限公司(以下简称“公司”或“太极实业”)控股子公司信息产业电子第十一设计研究院科技工程股份有限公司(以下简称“十一科技”)与华仁建设集团有限公司(以下简称“华仁建设”)就宜兴中环领先工程管理有限公司(项目业主,以下简称“中环领先”)发包的集成电路用大直径硅片厂房配套项目EPC总承包(以下简称“本项目”)的投标事宜自愿组成联合体(以下简称“联合体”),并于2018年4月17日签订了《联合体协议书》	无锡市/ns/N 太极/ns/N 实业/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N 或/c/N “/x/N 太极/ns/N 实业/n/N ”/x/N )/x/N 控股/v/N 子公司/n/N 信息产业/n/N 电子/n/N 第十一/m/N 设计/vn/N 研究院/n/N 科技/n/N 工程/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 十一/m/N 科技/n/N ”/x/N )/x/N 与/p/N 华仁/nr/N 建设/vn/N 集团/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 华仁/nr/N 建设/vn/N ”/x/N )/x/N 就/d/N 宜兴/ns/Y 中环/ns/Y 领先/n/Y 工程/n/Y 管理/vn/Y 有限公司/n/Y (/x/N 项目/n/N 业主/n/N ,/x/N 以下/f/N 简称/v/N “/x/N 中环/ns/N 领先/n/N ”/x/N )/x/N 发包/v/N 的/uj/N 集成电路/nz/N 用/p/N 大/n/N 直径/n/N 硅片/n/N 厂房/n/N 配套/a/N 项目/n/N EPC/eng/N 总/n/N 承包/v/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 项目/n/N ”/x/N )/x/N 的/uj/N 投标/n/N 事宜/n/N 自愿/d/N 组成/v/N 联合体/nt/N (/x/N 以下/f/N 简称/v/N “/x/N 联合体/nt/N ”/x/N )/x/N ,/x/N 并于/c/N 2018/m/N 年/m/N 4/m/N 月/m/N 17/m/N 日/m/N 签订/v/N 了/ul/N 《/x/N 联合体/nt/N 协议书/n/N 》/x/N
20444824	宜兴中环领先工程管理有限公司	1、项目业主:宜兴中环领先工程管理有限公司;	1/x/N 、/x/N 项目/n/N 业主/n/N :/x/N 宜兴/ns/Y 中环/ns/Y 领先/n/Y 工程/n/Y 管理/vn/Y 有限公司/n/Y ;/x/N
1329407	深圳市政府采购中心	深圳市远望谷信息技术股份有限公司(以下简称“公司”)于2012年8月16日收到深圳市政府采购中心发出的《深圳市网上政府采购中标通知书》,确认公司成功中标由深圳市政府采购中心组织的城市街区24小时自助图书馆系统二期工程(未完成部分)设备采购及环境改造项目,中标总金额1124.8万元	深圳市/ns/N 远望/v/N 谷/nr/N 信息技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2012/m/N 年/m/N 8/m/N 月/m/N 16/m/N 日/m/N 收到/v/N 深圳市政府/nt/Y 采购/v/Y 中心/n/Y 发出/v/N 的/uj/N 《/x/N 深圳市/ns/N 网上/s/N 政府/n/N 采购/v/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确认/v/N 公司/n/N 成功/a/N 中标/n/N 由/p/N 深圳市政府/nt/N 采购/v/N 中心/n/N 组织/v/N 的/uj/N 城市/ns/N 街区/s/N 24/m/N 小时/n/N 自助/v/N 图书馆/n/N 系统/n/N 二期工程/l/N (/x/N 未/d/N 完成/v/N 部分/n/N )/x/N 设备/vn/N 采购/v/N 及/c/N 环境/n/N 改造/v/N 项目/n/N ,/x/N 中标/n/N 总金额/n/N 1124.8/m/N 万元/m/N
669044	中国水利水电建设集团公司	2009年10月23日,路翔股份有限公司(以下简称“公司”)接到中国水利水电建设集团公司设备物资采购中心发出的中标通知书	2009/m/N 年/m/N 10/m/N 月/m/N 23/m/N 日/m/N ,/x/N 路翔/nr/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 接到/v/N 中国/ns/Y 水利水电/n/Y 建设/vn/Y 集团公司/n/Y 设备/vn/N 物资/n/N 采购/v/N 中心/n/N 发出/v/N 的/uj/N 中标/n/N 通知书/nr/N
669044	中国水利水电建设集团公司	本项目为中国水电建设集团路桥工程有限公司邛名高速公路总承包部委托中国水利水电建设集团公司设备物资采购中心对项目建设所需的道路石油沥青材料进行邀请招标	本/r/N 项目/n/N 为/p/N 中国/ns/N 水电/n/N 建设/vn/N 集团/n/N 路桥/ns/N 工程/n/N 有限公司/n/N 邛/g/N 名/q/N 高速公路/n/N 总/b/N 承包/v/N 部/n/N 委托/n/N 中国/ns/Y 水利水电/n/Y 建设/vn/Y 集团公司/n/Y 设备/vn/N 物资/n/N 采购/v/N 中心/n/N 对/p/N 项目/n/N 建设/vn/N 所需/n/N 的/uj/N 道路/n/N 石油/n/N 沥青/n/N 材料/n/N 进行/v/N 邀请/v/N 招标/n/N
16919840	泉州市公安局	2012年来,“城市安全信息系统”连续六年被列入泉州市委、市政府为民办实事项目,为进一步适应社会治安发展态势需求,贯彻落实公安部《公安发展“十三五”规划》等文件要求,泉州市公安局按照“全市一张智慧天网”的顶层设计理念和“实战、实用、实效”的建设原则,提出建设此项目	2012/m/N 年来/t/N ,/x/N “/x/N 城市/ns/N 安全/an/N 信息系统/n/N ”/x/N 连续/a/N 六年/m/N 被/p/N 列入/v/N 泉州/ns/N 市委/n/N 、/x/N 市政府/n/N 为民/v/N 办实事/n/N 项目/n/N ,/x/N 为/p/N 进一步/d/N 适应/v/N 社会治安/l/N 发展/vn/N 态势/n/N 需求/v/N ,/x/N 贯彻落实/i/N 公安部/n/N 《/x/N 公安/n/N 发展/vn/N “/x/N 十三/m/N 五/m/N ”/x/N 规划/n/N 》/x/N 等/u/N 文件/n/N 要求/v/N ,/x/N 泉州市/ns/Y 公安局/nt/Y 按照/p/N “/x/N 全市/n/N 一张/m/N 智慧/nr/N 天网/nz/N ”/x/N 的/uj/N 顶层/n/N 设计/vn/N 理念/n/N 和/c/N “/x/N 实战/v/N 、/x/N 实用/v/N 、/x/N 实效/v/N ”/x/N 的/uj/N 建设/vn/N 原则/n/N ,/x/N 提出/v/N 建设/vn/N 此/zg/N 项目/n/N
