"Label","ID","Date","Events"
40,267,"1904 December 10","The Pi Kappa Phi fraternity is founded at the College of Charleston, in Charleston, South Carolina."
41,268,"1904 December 27","The stage play Peter Pan, or The Boy Who Wouldn't Grow Up premieres in London."
34,269,"1904 December 30","The East Boston Tunnel opens."
34,270,"1905 January 1","The Trans-Siberian Railway officially opens, after its completion on July 21, 1904."
1,271,"1905 January 2","Russo-Japanese War: The Russian Army surrenders at Port Arthur, in Qing Dynasty China."
41,272,"1905 January 5","The play The Scarlet Pimpernel opens at the New Theatre in London, and begins a run of 122 performances and numerous revivals."
3,273,"1905 January 22 (January 9 O.S.)","The Bloody Sunday massacre of peaceful Russian demonstrators, led by Russian Orthodox priest Father Gapon, at the Winter Palace in Saint Petersburg, helps trigger the abortive Revolution of 1905."
2,274,"1905 January 26","(January 13 O.S.) Russian Revolution of 1905: The Imperial Russian Army opens fire on demonstrators in Riga, Governorate of Livonia, killing 73 and injuring 200 people."
41,275,"1905 January 26","The Cullinan Diamond is found near Pretoria, South Africa, at the Premier Mine."
41,276,"1905 February 12","In Christchurch, New Zealand, the Cathedral of the Blessed Sacrament is opened."
20,277,"1905 February 16","At Haulbowline Base in Ireland, two explosions on board HM Submarine A5, due to gasoline fumes after refueling, kill six of eleven crew members."
20,278,"1905 February 17","At Fremantle, Australia, the RMS Orizaba is wrecked, but all 160 passengers and the mail are saved."
1,279,"1905 February 20","Russo-Japanese War: The Battle of Mukden begins in Manchuria."
35,280,"1905 March 1","Australian Conservative leader Richard Butler takes office, as Premier of South Australia."
35,281,"1905 March 3","Tsar Nicholas II of Russia agrees to create an elected assembly (the Duma)."
35,282,"1905 March 4","Theodore Roosevelt is sworn in for a full term, as President of the United States."
1,283,"1905 March 5","Russo-Japanese War: Russian troops begin to retreat from Mukden, after losing 100,000 troops in 3 days."
1,284,"1905 March 10","Russo-Japanese War: The Japanese capture of Mukden (now Shenyang) completes the rout of Russian armies in Manchuria."
41,285,"1905 March 10","Cassie Chadwick is sentenced for 14 years in Cleveland, Ohio for fraud."
40,286,"1905 March 10","Chelsea F.C. is founded in London."
41,287,"1905 March 13","Mata Hari introduces her exotic dance act in Paris."
19,288,"1905 March 17","Albert Einstein publishes his paper ""On a heuristic viewpoint concerning the production and transformation of light"", in which he explains the photoelectric effect, using the notion of light quanta."
20,289,"1905 March 20","Grover Shoe Factory disaster: A boiler explosion, building collapse and fire in Brockton, Massachusetts kills 58."
2,290,"1905 March 23","Theriso revolt: About 1,500 men, led by Eleftherios Venizelos, meet at the village of Theriso, Crete, to challenge the island's authoritarian government, and press for its unification with Greece."
19,291,"1905 April","Albert Einstein works on the special theory of relativity, as well as the theory of Brownian motion."
34,292,"1905 April 1","The Penny Post is established, between the United Kingdom and Australia."
34,293,"1905 April 2","The Simplon Tunnel is officially opened, through the Alps."
40,294,"1905 April 3","Boca Junior, a well known football club of Argentina, is founded in Buenos Aires."
7,295,"1905 April 4","In India, the 1905 Kangra earthquake hits the Kangra Valley, kills 20,000, and destroys most buildings in Kangra, McLeod Ganj and Dharamshala."
17,296,"1905 April 6","Lochner v. New York: The Supreme Court of the United States invalidates New York's 8-hour-day law."
19,297,"1905 May 11","Albert Einstein submits his doctoral dissertation ""On the Motion of Small Particles..."", in which he explains Brownian motion. In the course of the year, Einstein publishes four papers, formulates the theory of special relativity, and explains the photoelectric effect by quantization. 1905 is regarded as his ""miracle year""."
34,298,"1905 May 15","Las Vegas is founded when 110 acres (0.45 km2), in what later becomes downtown, are auctioned off."
41,299,"1905 May 17","Kappa Delta Rho is founded in Room 14 of Old Painter Hall, at Middlebury College in Middlebury, Vermont."
31,300,"1905 June 7","The Norwegian Parliament declares the union with Sweden dissolved, and Norway achieves full independence."
40,301,"1905 June 9","The Charlton Athletic F.C. is founded in London, England."
38,302,"1905 June 15","Princess Margaret of Connaught marries Prince Gustaf Adolf of Sweden, Duke of SkÌÎå«ne (Gustaf VI Adolf of Sweden)."
2,303,"1905 June 27","(June 14 in the Julian calendar): Mutiny breaks out on the Russian ironclad Potemkin."
29,304,"1905 June 29","The Automobile Association is founded in the United Kingdom."
22,305,"1905 July 22","Taft‰Û¡Ì_ÌÕKatsura Secret Agreement: The United States and Japan meet to discuss their respective positions, regarding Korea and the Philippines."
41,306,"1905 August","Mexican-American prospector Pablo Valencia gets lost in the Sonoran Desert of Arizona, with no water."
35,307,"1905 August 2","Businessman and right-wing politician Christian Lundeberg becomes Prime Minister of Sweden."
34,308,"1905 August 12","Leopold II of Belgium opens the Antwerpen-Central railway station."
41,309,"1905 August 12","The first running takes place of the Shelsley Walsh Speed Hill Climb, the world's oldest motorsport event to have been staged continuously on its original course."
34,310,"1905 September 1","The Canadian provinces of Alberta and Saskatchewan are established, from the southwestern part of the Northwest Territories."
22,311,"1905 September 5","Russo-Japanese War ‰Û¡Ì_ÌÕ Treaty of Portsmouth: In New Hampshire, a treaty mediated by U.S. President Theodore Roosevelt is signed by Japan and Russia. Russia cedes the island of Sakhalin, and port and rail rights in Manchuria, to Japan."
7,312,"1905 September 8","The 7.2 Mw Calabria earthquake shakes Southern Italy with a maximum Mercalli intensity of XI (Extreme), killing between 557 and 2,500 people."
34,313,"1905 September 10","Crystal Palace F.C. is founded in London."
41,314,"1905 October","Fauvist artists, led by Henri Matisse and AndrÌÎå© Derain, first exhibit their works, at the Salon d'Automne in Paris."
2,315,"1905 October 1","A Czech worker, FrantiÌÅek PavlÌÎ_k (1885‰Û¡Ì_ÌÕ1905), was bayoneted to death during a demonstration for a Czech university in Brno. This event was the motivation for a piano sonata, 1. X. 1905, by composer LeoÌÅ JanÌÎÌÅ‰âÂek, which premiered on 27 January 1906."
18,316,"1905 October 2","HMS Dreadnought is laid down in the United Kingdom, revolutionizing battleship design and triggering a naval arms race."
19,317,"1905 October 5","The Wright brothers' third aeroplane (Wright Flyer III) stays in the air for 39 minutes with Wilbur piloting, the first aeroplane flight lasting over half an hour."
31,318,"1905 October 16","The Partition of Bengal is made by Lord Curzon, to separate the region of Bengal by Muslim and Hindu territories, until its reunification in 1911."
40,319,"1905 October 20","Galatasaray S.K. sports and Association football club is founded in Istanbul."
22,320,"1905 October 26","Sweden agrees to the repeal of the union with Norway."
2,321,"1905 October 29","(October 16 Old Style) Russian Revolution of 1905: The Imperial Russian Army opens fire on a meeting at a street market in Tallinn, Governorate of Estonia, killing 94 and injuring over 200 people."
34,322,"1905 October 29","(October 16 Old Style) The Circum-Baikal Railway is brought into permanent operation, completing through rail communication on the Trans-Siberian Railway."
17,323,"1905 October 30","(October 17 Old Style) ‰Û¡Ì_ÌÕ October Manifesto: Tsar Nicholas II of Russia is forced to announce the granting of his country's first constitution (the Russian Constitution of 1906), conceding a national assembly (State Duma) with limited powers."
40,324,"1905 October 30","Turkish professional sports society club, Galatasaray founded in Istanbul."
11,325,"1905 November 4","The application of the infamous February Manifesto, removing the veto of the Diet of the autonomous Grand Principality of Finland over matters considered by the Emperor to concern Russian imperial interests, is interrupted by the new November Manifesto. The Senate of Finland is ordered to put forward a proposal for parliamentary reform, based on unicameralism, and universal and equal suffrage."
43,326,"1905 November 7","Lawyer and liberal politician Karl Staaff becomes Prime Minister of Sweden, after a Riksdag election based mainly on voting rights reform."
43,327,"1905 November 9","The Province of Alberta, Canada, holds its first general election."
21,328,"1905 November 12","Norway holds a referendum, resulting in popular approval of the Storting's decision to authorise the government to make the offer of the throne of the newly-independent country."
11,329,"1905 November 17","The Japan‰Û¡Ì_ÌÕKorea Treaty of 1905 (""Eulsa Treaty"") effectively makes Korea a protectorate of Japan."
38,330,"1905 November 18","Prince Carl of Denmark becomes King Haakon VII of Norway."
2,331,"1905 November 28","November‰Û¡Ì_ÌÕDecember ‰Û¡Ì_ÌÕ Russian Revolution of 1905: In the Baltic governorates, workers and peasants burn and loot hundreds of Baltic German manors. The Imperial Russian Army thereafter executes and deports thousands of looters."
17,332,"1905 December 9","The 1905 French law on the Separation of the Churches and the State is passed, enacting laÌÎÌücitÌÎå©."
2,333,"1905 December 11","In support of the Moscow Uprising, the Council of Workers' Deputies of Kiev stages a mass uprising, establishing the Shuliavka Republic in the city, December 12‰Û¡Ì_ÌÕ16."
41,334,"1905 December 15","The Pushkin House is established in Saint Petersburg, Russia, to preserve the cultural heritage of Alexander Pushkin."
35,335,"1905 December 30","A bomb kills Frank Steunenberg, ex-governor of Idaho; the case leads to a trial against leaders of the Western Federation of Miners."
41,336,"1905 December 30","Franz LehÌÎÌÅr's operetta The Merry Widow is first performed, at the Theater an der Wien, Vienna."
2,337,"1906 January 12","Persian Constitutional Revolution: A nationalistic coalition of merchants, religious leaders and intellectuals in Persia forces the shah to grant a constitution, and establish a national assembly, the Majlis."
22,338,"1906 January 16‰Û¡Ì_ÌÕApril 7","The Algeciras Conference convenes, to resolve the First Moroccan Crisis between France and Germany."
